,reviewText,Title
1212062,"Gomorra (2008) is based on a book from Robert Saviano that touchesupon the  Ndrangheta or Camorra in Naples, Italy. The book receivedmassive acclaim from the Wall St Journal, the Washington Post, theGuardian, riding on the tail of the Brazilian succes of Cidade deDeus (2002) and the favela microcosm.The film's important moment is when the central character, playedby Toni Servillo, suggests that Italy's economy is failing from acompetitiveness point of view in a world global market, from costsattributable to a higher priced currency  (Euro) resulting  in amuch higher cost of living, while the earnings  of the workingclass has either stayed the same,  gotten worse or been made moredifficult, requring more effort and  more work for the same pay, toafford the same staples of health care, food, gas.More to the point, views are asked  on what are the consequences ofunmonitored, laissez faire economics in regards to society,especially in the total absence of morality and fair-play betweenbusinesses.It succeeds in showing a microcosm where people severely lackmental, emotional and  character depth. Viewers are not toldwhether the people are to blame, the lack of local opportunities ina unified Europe and free trade world, or simply the deterioratedquality of life for the working class in Italy overall.It succeeds in showing the human dependency between variousindividuals, a social hierarchy such that extortion payments areenforced from some to others. The author zooms into aspects ofmisery, drug trafficking, unemployment, lookouts and pushers onstreet corners, and rooftops, the childen looking up to gangstersas their role models, unrealistically, a complete lack of anyreligious, or educative instruction in the citizens, admiration forAl Pacino's Tony Montana character, consumption of narcotics, largecash sums exchanged, drug burns, punks and delinquents disturbingthe peace, industrial espionage, alien labor factories bidding onclothes contracts with legitimate fronts, certified garbagedisposal companies hauling toxic and radioactive waste to gardens,small farms, quarries, etc.At least from an artistic point of view, the film is 5%entertainment, 95% esoteric intellectual reflections, meditations,distillation of past events through a biographical filter.First of all, this picture will be worth naught for anyone nothaving resided in Europe, or in a Roman culture in particular(Italy, Sicily, Spain, Portugal, France, etc.)  It shows aglamorless, ghetto, poverty stricken community, for which cityslickers will have a complete lack of rapport, affection orcomprehension.Secondly, the work is too long, lasting well in excess of 2 hours.Some parts are a non sequitur, such as the opening 15 minutes whichpeppered with milquetoast visuals (naked men in a tanning salongetting shot, a scene with one pulling up his pants, anotherrequesting a manicure, or the 2 teens shown in a rice patty fieldspraying bullets from Ak-47 or Uzi's in their plain underwear.)Next, the soundtrack lacks conviction, sophistication andcharacter, existing at most simply to substitute total silence. Thefilming is widescreen, which is a plus, and although crystal clear,fails to show enough of Naples or the countryside to do areality-check, of the beauty of Europe for those loving its citiesand architecture.Instead, it insists in placing horse blinds on viewers, with aone-trick pony zoom of Naple's inner city, its housing projects andpoor in the outskirts of the city, where there is rampantunemployment, poverty, criminality, petty thievery, low-end housingconditions (plumbing, finishing materials) and lack of publicsafety. Nary a single outsider is seen visiting the place (e.g. acop).Fourth, as a form of entertainment, the film struggles in showing asocially redeeming value or humor, not offering a single laughthroughout, as if written straight from a jail cell. This hurts itsreplay potential.Some elements suggest a lack of editing rigor, such as the need toshow a tenant resisting eviction being shot, or 12 year old kidsforced to drive a truck, more alien laborors without basic skillsto function.",Gomorrah
1588079,If your gonna have a Star Trek with Kirk and Spock..... they have to be Kirk and Spock.  I couldn't get through the first 10 minutes of this and had to shut it off...... Terrible.,Star Trek Into Darkness
654349,"I have never been more disappointed, that a movie I wanted to like so much, was just so terrible.  This couldn't have been worse.  South Parks spoof on this film was dead on...",N/A
813636,"They will not see a single dime on this.  People that are into Blu Ray typically are more invested in their entertainment than those that only buy DVD's. It is not a knock on DVD buyers but rather just that if you dropped the cash for the Blu Ray player and the extra money on the disks then chances are you also have a TV and sound system to get the max value from your investment. Now I know a lot of people that also invest like that but still only use a DVD player. The difference is that a much higher percentage of those into Blu Ray go all out to those only into DVD's.With that said, the Blu Ray community expects more for their investment. After spending a small fortune for their entertainment center, they want the best products with all the bells and whistles. For Lord of The Rings to come out just plain jane with nothing extra and knowing full well that the ""GOOD"" version will be released at a laster date, we have a right to be upset.And to those that say these reviews are not valid, I disagree. They are very valid since this product falls short of what it should be and consumers need to be warned but chances are most Blu Ray lovers already know to avoid this release and hopefully the studios get the message. This release is a slap in the face to fans of this series.  Sit back and watch as this one goes down in flames for shafting the fans.",N/A
1308529,"This movie was so bad, I don't remember watching it, because I feel asleep. I would not watch it again.",N/A
588674,This is one of the worst movies that I have ever seen.  I don't know what was funny in this movie.,N/A
1507995,"Synopsis:  Bucky Larson (played by Nick Swardson) is a man-child living in rural Iowa who believes he is destined for better things after getting fired from his job at the local grocery store.  During a night of fooling around with his friends, he finds found that his reserved parents Jeremiah (Edward Hermann) and Debbie (Miriam Flynn) were popular and prolific porn stars during the 1970s.  Inspired, Bucky packs up his things and moves to Los Angeles, where he plans on continuing the family legacy.  Though he knows no one in Los Angeles, a waitress by the name of Kathy McGee (Christina Ricci) takes him under her wing and ensures that he sees to it that his dreams are fulfilled.  Under the pressure to get money for his new roommate Gary (Kevin Nealon), Bucky tries to get into the adult business, but is publicly humiliated by his lack of endowment by the over-endowed Dick Shadow (Stephen Dorff).  This doesn't dissuade down-and-out porn producer Miles Deep (Don Johnson) from attempting to make a buck off Bucky and his family's reputation, however, so he offers to make Bucky Larson ""a star.""  Will Miles regret taking a gamble on Bucky?  Will Bucky Larson be a star?  And if so, will Kathy accept who he is for who he is and take their relationship to the next level?  Pauly Shore and Jimmy Fallon make cameo appearances.The premise is convoluted and it seems odd that everyone in Bucky's life is so nonchalant about his newfound choice of vocation. BThe movie followed a lot of the humor that the other Happy Madison films followed and the acting as a whole seemed rather weak.  Kevin Nealon is singlehandedly the reason why I would even consider watching this film again.  Had he not played the role of Gary, I could see myself enjoying this as much as I would have enjoyed a root canal.  I was expecting more with that kinda star power.Members of the 18-35 crowd who like to party while watching movies may find something worthwhile in watching this.  Anyone else, however, probably wouldn't enjoy it enough to watch, let alone own or rent.",N/A
908046,"The movies peaked with Brolly - Legendary Super Saiyan and have sharply declined in both story quality and action ever since.  I only finished watching this film out of sheer morbid curiosity and was sorry I did so.  This movie did not add to the series in any way, shape, or form.  Yeah, I am aware that it is supposed to be funny, but they usually balance comedy with action, but this movie just stunk.  Trunks and Goten are ok in small doses, but this was just too much.  Fortunately there is a light at the end of the tunnel - Wrath of the Dragon is awsome (I have seen the Japanese version) and I look forward to them ending the US release of the series on a good note.",N/A
1070834,"Please see my review of Season One first:For Season Two, they added episode previews as the 'Special Feature'. NOT all of the previews are here. In fact, they left out an entire episode.",Hawaii Five-O: Season 2
1072506,"Lucas destroyed the original trilogy with his manipulations, Han shoots first, Vader says ""Nooooo""? I boycott all these releases until the original versions are restored for blu-ray.",N/A
1071690,"RENO 911: MIAMI is like a straight to video movie that somehow got theatrical distribution.  It's technically crude and devoid of decent writing, relying on giftless improv.  Seriously, this is beneath the bar lowered by POLICE ACADEMY and I'm sure is a reason why the series itself recently tanked in syndication.  If you want decent cop laughs then buy POLICE SQUAD or SLEDGE HAMMER, both of which predated this junk and are funnier during the FBI warning that begins the disc.  Such arrogance to foist this subpar movie on the paying public.  Beware.",Reno 911! - Miami
238060,"What a waste of celluloid.  It's as though Michael Crichton dusted off a previously rejected script and got it made based on his prior successes with ""Coma"" and ""Westworld"".  The direction is flat and the script is full of regurgitated mothballed ideas delivered with little irony or satirical wit.  Albert Finney seems to be trying to perfect his American accent that he initiated in that year's superior ""Wolfen"".  James Coburn is completely wasted as the corporate baddy.  Susan Dey is Susan Dey.  Enough said.  You know you are in trouble when ex-Philadelphia Eagle Tim Rossovich is your token henchman.  Vanna White is supposed to be in here somewhere but if you miss her it's to her benefit.",N/A
1205375,"I have seen a lot of stupid movies but this one just takes the cake. It's not funny,stupid,repulsive and down right terrible. Now I know spoof movies are suppose to be bad but this is just so bad that it makes my skin crawl everytime I think about it. Now to be far the movie isn't bad if your drunk or high (like the jackass that made this trainwreck of a movie). Bottom line it sucks,stay away and spend your hard earned money on something else.",N/A
16866,"movie i have ever seen. No, I'm serious. Corny, stupid and laughable. Anyone who likes this movie is a certified moron. I laughed my ass off at the poetry and i couldn't make it through the whole movie. I'm sure Janet isn't too proud of this moment. At least TUPAC is dead.Please click ""No"" on my review. I like to count how many morons actually respond to my review.Update: I just saw that i was ""dissed"" by a reviewer (Janets man) of ""this kind of movie"" (which in itself is an obvious re-classification for a movie that sucks). I'm glad you know what you're getting. Hey, if whats at the bottom of the trash can look appetizing - don't let me stop you. Geeky movies? - Didn't you review like every Nightmare on Elm Street flick in existence and a bunch of chic music? - That's funny coming from you. didn't know this was a forum for personal attacks. I Love it. Enjoy your ""meal"". haha.",N/A
505602,"""Baby Geniuses"" represents the second lowest point in the late Bob Clark's directorial career, right behind ""Superbabies"".  It's a terrible idea on paper, and its quality didn't change in its filming execution.  The film tells me that it's alright for toddlers (not babies as the title mislead) to perform implausible acts in situations made for them, dumbing down their apparent danger and fatality which should appalled many parents.  The film failed for its odd schizophrenic humor: it has many witty retorts too complicated for kids to understand, and physical gags too idiotic for reasonable adults to accept; the film alienates my inner child and my current adulthood. When the toddlers constantly laugh in this movie, I felt nothing but anguish.",N/A
618275,"We received this movie as a Christmas gift.  We attempted to watch it while the kids were watching another movie downstairs.  We forced ourselves to watch the first half hour before we decided it was so not worth our time and the title had nothing to do with the movie - except for the first scene, at the airport.The great line up of performers gave us false hope in thinking this was going to be an entertaining movie.  The lack of storyline listed on the back cover should have been our first red flag.Some of the storylines could have been made into something worth watching - like the stepfather/stepson relationship or maybe even the Prime Minister and his secretary. But because they jump around between so many storylines (mostly shallow and self-serving, oh, and don't forget the porn dropped in for what, shock affect?) it was way too difficult to make sense of any of it.  Porn is not our thing and has NOTHING to do with love, neither does a guy who thinks he's a sex-god but constantly complains he can't get a girl.Whoever thinks this movie portrays LOVE has never experienced true and lasting love.  This distorted view of love is a major part of the reason our world is in the state it is in.  True love is about self-sacrifice and putting someone else before your own desires.  IF you actually want LOVE, in the true sense of the word this is the wrong place to find it.Love, actually, has nothing to do with this movie.  Hard to believe but Wall-E is a better romantic comedy.  At least the two robots put each other first and take care of each other.  The kids had the better entertainment option for the night.  Lucky them.",Love Actually
481977,"Want proof that this isn't a true sequel: Even Iron Monkey himself never dresses like he did in the first film.  Before he always had half his face covered, but now he does most his fighting in leisure suits with everyone seeing his face. Even the original music is absent, instead we get a musical score from the movie ""True Lies"" (I know, I own the soundtrack) during the action scenes, repeating the same string in one of the music tracks over and over (almost in every fight--at least at 5 different times!). In fact, besides dubbing in the use of the name ""Iron Monkey"" every once and a while, this is basically an older Donnie Yen movie re-released with the ""Iron Monkey 2"" label. Somebody tried way to hard to market in on the ""Iron Monkey"" name, and it shows quite badly.The only thing that made me keep watching was the frequent appearance of astonishing hyper-kinetic fight scenes choreographed by Yuen Ho-Ping, not the endlessly inventive Yuen Woo-Ping (as Amazon.com states), who came to fame as the fight choreographer of ""The Matrix."" Many people think that Woo-Ping did the fight choreography in this one... but he didn't. Those that have seen many of his other movies will notice the fight scenes lack a certain charisma that only Woo-Ping can deliver. Still, the curious thing is that, after a while, this choppy movie starts to lurch into a good-old kung fu spectacle. Iron Monkey 2 grows strangely compelling. It's as if, through directorial incompetence, the movie has been distilled to the basic elements of cinematic storytelling.This is not Yuen Woo-Ping's work, but I believe you may find it worth it because of Donnie Yen, who many believe is up there in on screen-fighting-fireworks with the likes of Jet Li and Jackie Chan. The other highlight in this movie was the actor who portrayed the son looking for his father --he had incredible martial arts skills in his own right. His fight with Donnie Yen was arguably one of the better ones in the film. The one bad thing was that we get more fighting from this looking-for-father guy than Donnie Yen himself. He's not a bad fighter, but I bought the movie looking for most of the fights with the Iron Monkey himself involved.By itself, you have some good fighting with some really bad dubbing and a reused music track from the movie ""True Lies."" But when you slap the name of the sequel to one of Yuen Woo-Ping's best work to it, too many comparisons will be made.",Iron Monkey 2
1087149,"I absolutely love this show. I have always been satisfied with my dvd purchases here. I guess there is a first time for everything. My dissatisfaction with this purchase is immense. Had &#34;no narrative&#34; been clearly posted in the ad for these particular discs, I would have gone with another seller. I can't even get past one episode because I can't follow what is going on. I had read reviews about people inadvertently receiving the discs without narrative and I thought, oh, it can't be that bad. WRONG. I am just so disappointed and a little salty that it wasn't stated that I was getting a chopped up set. I will NEVER order from this seller again simply because necessary information was not included. I mean, I have bought dvds without sleeves, with scratches...But it was clearly stated before purchase. I feel like I got ripped off on this one. I should have just spent the ten bucks towards putting breasts on a bore. About as useful but not nearly as amusing.",N/A
1266090,Terrible quality.  Old footage of Katt on the road shot with a hand held camera.  Repetitive Jokes from his previous specials. This was not worth my money and the description of this DVD is completely misleading.,N/A
997157,"This review is of the sellars (MEASORCALL) misleading information.  The disc is a poor copy from apparently a VHS tape on a -R DVD.  While it's a very difficult film to get, I suspect if you can get a VHS studio released tape, you are far, better off.  Unfortunately the seller (MEASORCALL) says it's a 'Used like New' DVD.  That's like saying the car is used with minor damage when describing a junk-yard 'CASH-FOR-CLUNKER' with a siezed engine.  Buyer beware!",N/A
1386560,"I actually got nauseous watching this movie! A friend of mine recommended it as side-splitting comedy. It was puerile and gross. I turned it off after watching girls vomit all over each other in a bathroom - and yes, the vomit was very real-looking. Oh, and while they're vomiting on top of each other over a toilet, another girl with the runs is relieving herself in the sink. I thought I was going to throw up. I don't find vomiting entertaining in the least! If you're looking for anything even remotely uplifting, save your money! This is a barf movie for childish minds.",N/A
611280,"This movie supposedly cost 172 million to make.  For that amount one would expect at least a respectable script & cast/direction.  Instead, what we got was a script which seemed written by a 6th grader, and some mis-casts/mis-directions of biblical proportions (e.g., John Connor).In some sense Arnie came out smelling like a rose in this one - he looked like his old self, acted like his old self, etc (which isn't saying he'll win an oscar for best actor, but I'm sure he knows that). The script was just flat out laughable at times, and at least a few times just plain [bad].  A few special mentions: Making John Connor a whining wimp just didn't work, and imho the terminatrix was mis-cast and/or mis-directed also.It wasn't even worth the matinee price...",Terminator 3: Rise of the Machines
1377845,"Ridley Scott got it right with Blade Runner.Although the film was not a hit at its original release, it has, nevertheless, stood the test of time, and continues to grow in popularity. Scott has gone back to Alien, as well as Blade Runner, and refined these very popular films.Scott also left the original films out there for the public to 'choose' which version that they wanted to see.  A classy move that Lucas should have replicated.",Star Wars: The Complete Saga - Episodes I-VI
992432,"It's bad, way too cliche. And the acting is beyond horrible. I've never seen so many emotionless dolls in one sitcom before.If you look for a good teenage detective sitcom, this is not it. If you want a lazily formatted Disney type sitcom with a lot of white faces and one token black guy, this is it.",N/A
980253,"The quality of this collection is by far the best I have ever seen.  Every Charlie Chan fan should own this set. If you have ever been undecided about owning Charlie Chan movies--this is definitely the set to buy.  This set also has subtitles, if you want to use them, which is another plus.  I could not be more pleased and anxiously await Volume 2.",Charlie Chan Collection - Volume 1 (Charlie Chan in London / Charlie Chan in Paris / Charlie Chan in Egypt / Charlie Chan in Shanghai / Eran Trece)
88838,"When Exorcist hit the big screen in the seventies, audiences around the nation waited in lines around the block to get into theatres everywhere. This movie revolted, facsinated, and flat out scared the hell out of them, and most of them loved it! The rest either fled the theatre in sheer terror, or became sick, and went home to turn on all the lights, and head straight for church the next AM. Wow. What a movie, and a stroke of brilliant filmmaking, to get an audience to behave as such. There are many subtle scenes that may escape those who only want to see head spinning and green pea soup. Such as the young priest's disturbing dreams about his mother. Young Regan fooling around with an Ouija Board, or the nasty demonic visage that keeps popping it's face throughout the possessed house. Regan eventually transforms into one of the most terrifying monsters in cinematic history. Her possessed 12 yr. old girl character is demonic, vile and pure evil. One can almost feel the chill in her room, or smell her repulsiveness. Dr. Billy Graham himself admitted that the film had a sense of real evil to it. The reason it scares us is fear of the unknown. If one is strictly an atheist, then it is sheer nonsense. But if one has faith in God, or any gods, then possession is a VERY real reality. The fact that the film's screenplay was based on a real story that happened in the Midwest in the fifties, only adds to the sense of dread and terror that one feels alone at night after viewing this movie. Throughout history, and in the Bible there are many mentions of demonic possession. If these instances werent mere seizures, or mental illness, then perhaps the horror that Linda Blair portrays is chillingly real.",N/A
826084,"This stuff has got to stuff Hollywood has no imagination left so to fill their greedy wallet's they decide to hire no talent ass clown directors and actor's who don't a thing about horror films making remakes that are an embarassment to the originals another example would be The Texas Chainsaw Massacre and Psycho Now I hear plans to remake the Hills have Eyes what's next Halloween, The Evil Dead, The Howling, or how about Silence of the Lambs it was only made about 13 years ago it could use a little touch up get Jennifer Love Hewitt to play Clarice and Kelsey Grammar to play Hannibal Lectar sound like a winner ""makes thumbs down"". Another thing is the soundtracks remember they used to be original scores now directors load their movies with whatever top 40 garbage they can come up with A nice Hilary Duff song could have could have made This piece of crap really scary or you want horrifying have Michael Jackson, Liza Minneli, Tammy Faye Baker Messner and Linda Tripp playing the Zombies, Michael and Tammy wouldn't even require to put zombie makeup on for the part. Well enough ranting but it ticks me off since I love the original DOTD so much.",Dawn of the Dead
1538208,"*HUGE SPOILERS DONT READ IF YOU HAVENT WATCHED*Ok so let me begin by saying that was more than an hour of my life that I'll never get back. This movie is such a twisted wreck that alot of it deserves to be put back into the toilet it was created in.First off, there was NO sense of plot what so ever. Her dad is haunting her? The horse is haunting her? Some demon looking thing that looks like a moth is haunting her? She went crazy? See, these were all good plotlines, I dont see why the director couldnt choose one to go with.Second, there was a very decent couple of scenes in this movie. (The vicious make-out and the grisly end of the cheating piece of crap.)third, the ending was very confusing. The sister goes back into the house and sees what's in the closet, reaching out for it much like Molly. Does that hint at a ""Lovely Hannah"". I certainly hope not.All in all, I give Lovely Molly a one star rating. Mostly because of the few scenes that were very good and great atmosphere. I would wait until this movie does tv premieres, it's really not worth your money.",N/A
100437,"This did not work as a Batman interpretation.This did not work as a Baman story.This did not work as a movie.Inferior to the Burton's efforts, the West/Ward outing, even Schumacher's first lump of guano. I haven't seen the serials yet, but I bet they're better than this.If you have any passing interest in Batman, I recommend reading a book. Start with something by Frank Miller or Jeph Loeb.",N/A
1295616,"Many of the reviews have stated exactly what went wrong with this film, so I will not repeat them here, but I will say that everything that I adored in the cartoon series is completely gone from the film, and I mean everything. Yes, I realize that many things had to be left out in order to squeeze an entire season into one movie, however, a few SIMPLE things such as character name pronunciation and accurate character representation would have made the film less painful to watch. As a person who occasionally gets teary-eyed during the more emotional sequences of the cartoon series, I felt absolutely no emotion (other than anger) while watching this movie. The actors playing the characters were about as fun to watch as seeing paint dry. I am appalled that a 400-plus minute season of a show could possibly be crammed into a movie that was barely 1 and 1/2 hours. My husband and I were both bored to death while watching this, but we really love the cartoon series, and we are glad that we rented this at Redbox for $1.00, which, as another reviewer stated, is too high a price. The only things that were worth seeing in live action were the costumes (however inaccurate they were), and the sets. Bending was sufficient, but we would have liked to have seen more of it. I would rate this ZERO stars if I could, but the cartoon series is definitely a 5-star in my book.",The Last Airbender
809631,"I wanted to like this movie, because I liked Rita Hayworth in ""You Were Never Lovelier"" and ""You'll Never Get Rich"". She danced so well with Fred Astaire I still think she was a better partner for him than Ginger Rogers. This movie was a disappointment. There was one good scene with the detective and her agent, where they each had one funny line. Whoever wrote the songs confused lots of notes and arpeggios with music. The lyrics were so silly they might have worked in a Marx Brothers movie, but were pretentious in this production. The dance numbers were so poorly choreographed that they actually looked better when we fast forwarded through them. We fast forwarded through the songs, too, in order to save our ears and digestion. This was a Complete Waste of Time without the benefit of Monty Python.",N/A
646811,"I had fairly high expectations for this movie.  It seemed like it might be interesting.Im glad I saved my money from going to see it at the theater.  I'm out $2 from the video store.  Thats $1 more than it was worth.I was very dissapointed in the movie.  The story was just plain bizarre.  It didn't seem to flow very well.  Characters that you would have expected to have larger parts, die, early on. It did not seem very well thought out.After wondering about this so called ""Human Project"" thing the whole movie, we are left hanging at the end as to what it really is.I should have got the penguin movie instead.......",N/A
1128197,"I will imporle anyone not to watch this!This film was utter garbage. It tore apart everything that the ""Highlander"" series was. If this wasn`t the last movie of the franchise of the ""Highlander: series"" it should be. The Source was supposed to anwser our questions about the origin of the immortals and why they fight to the death. The anwsers are nothing more than confusing. In fact the enitre movie is a confusing mess!If you want a good and bit more original Highlander story, check out the animated ""Highlander : Search for vengence.""",Highlander 5
1536129,"Ah, they just mope around for 75 minutes. Besides the two main characters hangingaround in their dark NYC apartment, here's what you also get: lots ofincomprehensible TV newscasts playing in the background. A priest kneeling at analter. Some grubby dude having a smoke. Another mouth-feeding a piece of steakto his dog. And a woman staggering around on the street saying she doesn't wantto die. And then there's some wispy gases that swirl on the horizon, looking nomore menacing than an Aurora Borealis. The sex scene is quite long and not veryexciting to watch. There. I just summed it all up for you. Now go and spend yourhard-earned money on something that's worth it. Here's a suggestion:The Walking Dead: Season OneOh! One more thing. Believe it or not, about three-quarters' way into the moviethere's a series of intercuts, one of them showing a buffalo stampede superimposedover a cityscape - just like inGlen or Glenda! I almost expected to seeBela Lugosi sitting in a dusty prop chair shouting, ""PULL DA ST'DINGS!""Major Spoiler Alert.Two reasons why I look forward to watching end-of-the-world movies, to find out itscause and especially its effect, is hardly covered in this stinko movie. What you getinstead is Al Gore and a fade-out...And, of course, stock footage of a buffalo stampede.What a bummer! By the time the movie was over, I really did want the world to end.",N/A
818394,"AS ABOVE,SO BELOW,HERMES TRIMEGISTUS WENT...WELL,HERE IT IS:WHEN I SAW this production's RHEINGOLD I HAD A HEARTY LAUGH AND WALKURE ALMOST MADE ME PUKE.THIS IS A TYPICAL EXAMPLE OF THECURRENT MEDIOCRITY THAT GOES AROUND NOW NOT ONLY IN TERMS OF EUROTRASH BUT ALSO IN SEVERAL OTHER POINTS OF THE GLOBE,MAKING THE PREVIOUS ALTERNATIVE VIDEO-RECORDED PRODUCTIONS BY CHEREAU,KUPFER AND LEHNHOF LOOK LIKE CLASSICS.THE NAMES RANG THE BELL...JOSSI WIELER AND SERGIO MORABITO,YES,THESE ARE THE CLOWNS'DUETTO WHO RUINED THE 2001 ARIADNE AUF NAXOS UNDER VON DOHNANYI,I KNEW I HEARD THESE &quot;ICONOCLASTIC NAMES&quot; SOMEWHERE ELSE,BUT OBVIOUSLY FOR THEIR LACK OF IMPORTANCE COULD NOT PINPOINT THE SOURCE...BOTTOMLINE,A TOTALLY SKIPPABLE VENUE WHICH I STRONGLY RECOMMEND TO BE AVOIDED BY TRUE ADMIRERS OF THE GENIUS OF BAYREUTH/LEPIZIG.IN SPITE OF THE VOMITIVE PRODUCTION SETS AND THE LOWER-THAN-AVERAGE SINGING THE ONLY RESCUABLE THING IS THE SOUND OF THE ORCHESTRA,IN SPITE AGAIN OF ZAGROSEK'S VOLATILE TEMPI.&quot;IN SOMMA&quot;:I ENJOYED THE VIDEO IMAGES OF THE STUTTGART'S OPERA HOUSE SHOWN AT THE BEGINNING OF THE DVD  BETTER THAN THE &quot;BRAINSTORM&quot; PRODUCTION BY FRAU WIELER AND SIGNORE MORABITO...RATE:ABSOLUTELY EXPENDABLE....TOO BAD THEY DON'T HAVE MINUS STARS HERE @ AMAZON!THIS ONE WOULD TAKE THE CAKE AND EVERYTHING ELSE!",N/A
