id,asin
191,0764005529
192,076400753X
193,0764000969
194,0764005367
195,0764006401
196,0764004581
197,0764009303
198,0764193597
199,0764193627
200,0764476254
201,076449001X
202,0764490567
203,0764820516
204,0766232336
205,0766253872
206,0766235947
207,0767001311
208,0767003772
209,076700941X
210,0767011929
211,0767000021
212,0767012437
213,0767012577
214,0767010981
215,0767004132
216,0767012100
217,0767015045
218,0767016122
219,0767015525
220,0767012739
221,0767011422
222,0767015223
223,0767010310
224,076701118X
225,076701443X
226,0767016017
227,0767019245
228,0767017757
229,0767023234
230,0767020294
231,0767020731
232,0767018699
233,0767022831
234,0767021983
235,0767027043
236,0767018915
237,0767025512
238,0767082184
239,0767087372
240,0767023765
241,0767025385
242,0767088247
243,0767027590
244,0767027329
245,0767023447
246,0767019040
247,0767800311
248,0767800745
249,0767726227
250,076780192X
251,076780046X
252,0767803310
253,0767802799
254,0767804325
255,0767805534
256,0767811089
257,0767811704
258,0767812662
259,0767813421
260,0767801814
261,0767805712
262,0767808673
263,0767815963
264,0767817486
265,0767809726
266,0767817648
267,076781617X
268,0767809254
269,0767815335
270,0767818105
271,0767819519
272,0767817664
273,0767819276
274,0767819454
275,0767818555
276,0767819462
277,0767824555
278,0767821807
279,0767827686
280,0767817737
281,0767824571
282,0767826728
283,0767821408
284,0767830555
285,0767803434
286,0767825462
287,0767834739
288,0767814908
289,0767836804
290,0767836359
291,076783254X
292,0767849833
293,0767850823
294,0767827759
295,0767835069
296,076785344X
297,0767837398
298,0767839277
299,0767882938
300,0767821610
301,0767839129
302,0767853636
303,0768442540
304,0768442508
305,0769249256
306,0769720501
307,0769720269
308,0769721028
309,076972051X
310,0769770444
311,0769781977
312,0769721036
313,0769720307
314,0769770231
315,0769720110
316,0773386432
317,0773351035
318,0773351876
319,0773386866
320,0773351914
321,0778607704
322,0780019490
323,0780019350
324,0780020421
325,0780020529
326,0780021088
327,0780021045
328,0780020855
329,0780020979
330,0780021789
331,0780021606
332,0780021932
333,0780020715
334,0780018656
335,0780022920
336,0780019229
337,0780023161
338,0780023498
339,0780022319
340,0780023196
341,0780022386
342,0780023447
343,0780023463
344,0780023676
345,0780021649
346,0780023099
347,0780022777
348,0780606957
349,0780618653
350,0780618211
351,0780613252
352,078060718X
353,0780615573
354,0780609166
355,0780621239
356,0780620372
357,0780618106
358,0780620496
359,0780609042
360,0780621549
361,0780621956
362,0780620100
363,078062176X
364,0780621832
365,0780622677
366,0780621689
367,0780622189
368,0780623290
369,0780620917
370,0780622383
371,0780622537
372,0780622391
373,0780623223
374,0780624173
375,0780621727
376,0780621638
377,0780625420
378,078062582X
379,0780625102
380,0780622200
381,0780623614
382,0780625390
383,0780626508
384,0780626702
385,0780626699
386,0780630866
387,0780630068
388,078062386X
389,0780630548
390,0780624149
391,078063134X
392,0780609360
393,0780635299
394,0780630874
395,0780627822
396,0780662504
397,078065062X
398,0780626613
399,0780631331
400,0780629752
401,0781408911
402,0781413516
403,0781740681
404,0782006752
405,0782008372
406,0782008119
407,0782009328
408,0782010040
409,0782010792
410,0782008585
411,078201061X
412,078201108X
413,0782007848
414,078310958X
415,0783110960
416,0783111037
417,078310135X
418,0783111509
419,0783112769
420,0783112750
421,0783114907
422,078311530X
423,0783116926
424,0783115288
425,0783116640
426,0783114222
427,0783210973
428,0783115539
429,0783110901
430,0783111142
431,0783217048
432,0783114729
433,0783154682
434,0783218923
435,0783216998
436,0783209967
437,0783222084
438,0783222556
439,0783117159
440,0783222726
441,0783211201
442,0783224435
443,0783222424
444,0783224583
445,0783224478
446,078322561X
447,0783223951
448,0783217498
449,0783211694
450,0783224788
451,0783225857
452,0783225911
453,0783226853
454,0783226799
455,0783224737
456,0783226535
457,0783223943
458,078322723X
459,0783227892
460,0783227922
461,078322740X
462,0783226985
463,0783227272
464,078322687X
465,0783228341
466,0783229399
467,0783227930
468,0783226993
469,0783226896
470,0783229747
471,0783226608
472,0783230486
473,078322995X
474,078322947X
475,0783229712
476,0783228252
477,0783231032
478,0783230346
479,0783230427
480,0783235615
481,0783235674
482,0783239955
483,0783229569
484,0783240473
485,0783239408
486,0783240066
487,0783235410
488,078324052X
489,0783235380
490,0783227361
491,0783241313
492,0783243499
493,0783245130
494,0783280823
495,0783234856
496,0783228686
497,0783234287
498,0783241569
499,0783582722
500,0783582773
501,078400949X
502,0784011249
503,0784001308
504,0784011370
505,0784010331
506,0784011915
507,0784010447
508,0784011532
509,0784011648
510,078401325X
511,0784013470
512,0784017808
513,0784017875
514,0784011680
515,0784017964
516,0784017794
517,0784017956
518,0784011265
519,0784017735
520,078401759X
521,0784015023
522,0785294120
523,0788601962
524,0788606344
525,0788807234
526,0788810634
527,0788600931
528,0788812467
529,0788814664
530,0788802194
531,0788821075
532,0788832492
533,0788812947
534,0788860119
535,0788815474
536,078885383X
537,0788867822
538,078882273X
539,0788872796
540,0788861956
541,0788812424
542,078887148X
543,0788812262
544,078885996X
545,0788857746
546,0788832182
547,0789421542
548,0789421585
549,0789421607
550,0790724960
551,0790725657
552,0790729342
553,0790729644
554,0790729989
555,0790729628
556,0790729377
557,0790729687
558,0790729733
559,0790731614
560,0790729709
561,0790731797
562,0790731215
563,079072961X
564,0790731266
565,0790732548
566,079073124X
567,0790731517
568,0790732521
569,0790732149
570,0790732181
571,0790734982
572,0790733927
573,0790732432
574,0790733919
575,079073608X
576,0790736063
577,0790737647
578,0790736527
579,0790734966
580,0790733226
581,0790736977
582,079073463X
583,0790740281
584,0790737744
585,0790734737
586,0790734419
587,0790739771
588,0790741253
589,0790739860
590,0790740664
591,0790740451
592,0790740443
593,0790741296
594,0790739313
595,0790737868
596,0790741067
597,0790732300
598,0790741288
599,0790743213
600,0790740672
601,0790741644
602,0790741431
603,0790744929
604,0790743442
605,0790745364
606,0790745003
607,079074032X
608,0790744546
609,0790747693
610,0790748193
611,0790744236
612,0790742462
613,0790744813
614,0790750414
615,0790748266
616,0790750864
617,079075181X
618,0790757354
619,0790750732
620,079074886X
621,079074676X
622,079079568X
623,0790751445
624,0790746387
625,0790751569
626,0790785366
627,0790751143
628,0792102320
629,0792143817
630,0792146344
631,0792145097
632,0792145496
633,0792146433
634,0792146654
635,0792110188
636,0792147359
637,0792115465
638,0792146646
639,0792151712
640,0792154436
641,0792158318
642,079215830X
643,0792153189
644,0792158202
645,0792160347
646,0792153456
647,0792148223
648,0792165039
649,0792166523
650,0792199405
651,0792153677
652,0792153685
653,0792171306
654,0792157850
655,0792233115
656,0792151798
657,0792241312
658,0792160932
659,0792166736
660,0792251849
661,0792252365
662,0792254767
663,0792292553
664,0792294025
665,0792558308
666,0792833201
667,0792834933
668,0792834976
669,0792836391
670,079283514X
671,0792836618
672,0792836685
673,0792836529
674,0792836030
675,0792838653
676,0792838947
677,0792834917
678,0792837746
679,0792838513
680,0792837398
681,0792839684
682,0792839420
683,0792838955
684,0792838726
685,0792839129
686,079283948X
687,0792840011
688,0792839072
689,0792840496
690,0792840968
691,0792840984
692,0792840119
693,0792841840
694,0792841980
695,0792842162
696,0792842111
697,0792841905
698,0792842006
699,0792841409
700,0792842340
701,0792842626
702,0792843967
703,0792843894
704,0792844033
705,0792844025
706,0792842154
707,0792843800
708,0792838661
709,0792844645
710,0792843991
711,0792845242
712,0792844718
713,0792845498
714,0792845676
715,0792844785
716,0792844734
717,079284565X
718,0792845900
719,0792846133
720,0792845870
721,0792844041
722,0792845552
723,0792898524
724,0792843622
725,079284209X
726,0792899229
727,0792898702
728,0792846605
729,0792899458
730,0792899806
731,0792899075
732,0792899768
733,0792845765
734,0793606292
735,0793927595
736,0793927714
737,079396041X
738,079398257X
739,0793961009
740,0793927579
741,0793906091
742,0793984297
743,0793927536
744,0800109562
745,0800112652
746,0800111842
747,0800116143
748,0800121260
749,0800114051
750,0800129784
751,0800135547
752,0800129016
753,0800127943
754,0800139062
755,0800104862
756,0800177029
757,0800180429
758,0800141709
759,0800115066
760,0800193199
761,0800187148
762,0800141741
763,0800141660
764,0800197348
765,0800136926
766,0800191617
767,0800198840
768,0800199952
769,0802609856
770,0806420219
771,0811713067
772,0811713075
773,081263361X
774,081609702X
775,0819823848
776,0819872806
777,0825426510
778,0826218946
779,0828020213
780,0828024537
781,0828025908
782,0829758968
783,0829759085
784,083082118X
785,0835813622
786,0836196546
787,0841219001
788,0842333940
789,0842352414
790,0842356355
791,0842362444
792,0842362436
793,084236837X
794,0842368167
795,0842362231
796,0842362452
797,084237597X
798,0842376852
799,0842375619
800,0842368175
801,0842376380
802,0842375953
803,0842380167
804,0842386947
805,0842526196
806,0842526269
807,0842525548
808,0842526919
809,084252455X
810,0843136731
811,0847415511
812,0849922372
813,0849922542
814,0849958261
815,084995942X
816,0849959403
817,0849960169
818,0849975034
819,0849975468
820,0849959136
821,0849976340
822,0849975883
823,0849976855
824,0849959977
825,0849977029
826,0849980917
827,0849980372
828,0849986761
829,0849980852
830,084997643X
831,0849999545
832,0849999626
833,0865304793
834,0865973407
835,0865976147
836,0870204556
837,0870206877
838,0870206966
839,0870204181
840,0870207504
841,0870207288
842,0871272423
843,0871272911
844,0871273012
845,0871273055
846,0871272970
847,0871273772
848,0871272962
849,0871272938
850,0871273233
851,0871271753
852,0871273209
853,087127230X
854,087159899X
855,0871760487
856,087176444X
857,0871762382
858,0873362977
859,087338931X
860,0873389344
861,0873649370
862,087364977X
863,0874343356
864,0874809827
865,0874809770
866,0874819555
867,0874809797
868,0874809878
869,0874869897
870,0874934648
871,0875168418
872,0875421172
873,0875672418
874,0875799086
875,0875966799
876,0876042256
877,0876045352
878,0876046073
879,0876046057
880,0876045980
881,0876045654
882,0876046170
883,0876046227
884,0876045999
885,0876046197
886,0876046189
887,0876045816
888,0876124414
889,0876124422
890,0876125216
891,0876125194
892,0876125151
893,087612516X
894,087612497X
895,0876125720
896,0876125542
897,0876124589
898,0876390300
899,0877854572
900,0878086129
901,0879351500
902,0879463287
903,0879735805
904,0880704438
905,0881138975
906,0881591424
907,0883479001
908,0884874060
909,0884874125
910,088821829X
911,0890543372
912,0892216972
913,0893149128
914,0898274133
915,0898279860
916,0898706491
917,0898706505
918,0898706459
919,0898706939
920,0898707382
921,0898707145
922,0898707390
923,0901007641
924,0901004456
925,091055840X
926,091098459X
927,0912423412
928,0915035960
929,0915815931
930,0916356892
931,0923550690
932,0924198338
933,092450904X
934,0924509058
935,0924509422
936,0925279269
937,092926505X
938,0929384210
939,0929756983
940,0929915453
941,093040758X
942,093085280X
943,0931774047
944,0932666418
945,0932766722
946,0932859925
947,0933621027
948,0934344388
949,0934837120
950,0934803765
951,0935278729
952,0935278591
953,0935278710
954,0935278605
955,0935621318
956,0935621296
957,0935621210
958,0936184906
959,093804527X
960,0938045210
961,0939069873
962,0939343533
963,0940149273
964,0940149338
965,0940871181
966,0941062236
967,0941232131
968,0941283186
969,0941676129
970,0941981029
971,094198107X
972,0941981096
973,0943593077
974,0944460194
975,0945186037
976,0945671881
977,0945671873
978,0949906387
979,0949906980
980,0949906891
981,0949906778
982,0949906360
983,0949906638
984,0949906468
985,0949906603
986,0953881091
987,0953981126
988,0955573084
989,0956310117
990,0956310141
991,0956346189
992,0956538835
993,0960106634
994,0962405612
995,0962574961
996,0962718564
997,0962870080
998,0962956945
999,0962975141
1000,0963093932
1001,0963248456
1002,0963248642
1003,0963494708
1004,0963571818
1005,0963728024
1006,0963779362
1007,0963781332
1008,0963811215
1009,0963882457
1010,0963882449
1011,0963969854
1012,096396982X
1013,0964030403
1014,0964034778
1015,0964083817
1016,0964112523
1017,0964144700
1018,0964209616
1019,0964278928
1020,0964458179
1021,0964500094
1022,0964534150
1023,0964568373
1024,0964616882
1025,0964652927
1026,0964813157
1027,0964952602
1028,0965020495
1029,0965045064
1030,0965060306
1031,0965092305
1032,0965169073
1033,0965214001
1034,0965286819
1035,0965286835
1036,0965301222
1037,0965329844
1038,0965363619
1039,0965381862
1040,0965511812
1041,0965555976
1042,0965621642
1043,0965878139
1044,096590511X
1045,0965969215
1046,0966012216
1047,0966056930
1048,0966056949
1049,0966063341
1050,0966165365
1051,0966185056
1052,0966185021
1053,0966199448
1054,0966296400
1055,0966332547
1056,0966332539
1057,0966408160
1058,0966444310
1059,0966482611
1060,0966515404
1061,0966531248
1062,0966531264
1063,0966579011
1064,0966574362
1065,0966667506
1066,0966691105
1067,0966696948
1068,0966822978
1069,0966822943
1070,0966825438
1071,0966965132
1072,0966966619
1073,0966971809
1074,0967124816
1075,0967290007
1076,0967323843
1077,0967352541
1078,0967425603
1079,0967418518
1080,0967452201
1081,0967462703
1082,0967500478
1083,0967484367
1084,0967501032
1085,0967500435
1086,0967515211
1087,0967501016
1088,0967515246
1089,096751780X
1090,0967531284
1091,0967550718
1092,0967554411
1093,0967554705
1094,0967618509
1095,0967682231
1096,0967671809
1097,096768224X
1098,0967712637
1099,0967727006
1100,0967730902
1101,0967733006
1102,0967748100
1103,0967769019
1104,0967752558
1105,0967778808
1106,096779840X
1107,0967801206
1108,0967791715
1109,0967797616
1110,0967802911
1111,0967807301
1112,0967794722
1113,096783130X
1114,0967830206
1115,0967877601
1116,0967899508
1117,0967901901
1118,0967918154
1119,0967937906
1120,0967940788
1121,0967942403
1122,0967950708
1123,096796590X
1124,0967971403
1125,0967991153
1126,0967991161
1127,0968439128
1128,096854214X
1129,0968566669
1130,0968566642
1131,096862880X
1132,0968941400
1133,096954328X
1134,0969543271
1135,0970046308
1136,097006330X
1137,0970088310
1138,0970103905
1139,0970110170
1140,0970110103
1141,097013830X
1142,0970141106
1143,0970154909
1144,0970279604
1145,0970279612
1146,0970328729
1147,0970328710
1148,0970297556
1149,097033821X
1150,0970363303
1151,0970363338
1152,0970365500
1153,0970369204
1154,0970368119
1155,0970367716
1156,0970377606
1157,0970395906
1158,0970434111
1159,0970470002
1160,097047007X
1161,0970470029
1162,0970484518
1163,0970527306
1164,0970547803
1165,0970555687
1166,0970547811
1167,0970567200
1168,0970636512
1169,097064857X
1170,0970648561
1171,0970662408
1172,0970707371
1173,0970738307
1174,0970742231
1175,0970778805
1176,0970792557
1177,0970792573
1178,0970792514
1179,0970810490
1180,0970816936
1181,0970834705
1182,0970859600
1183,0970903200
1184,0971030812
1185,0971040109
1186,0971051143
1187,0971051151
1188,097105763X
1189,0971082812
1190,0971098220
1191,097109828X
1192,0971098255
1193,0971098212
1194,0971168687
1195,0971156700
1196,0971191182
1197,0971239304
1198,097131649X
1199,0971366306
1200,0971448493
1201,0971533822
1202,0971560137
1203,0971690197
1204,0971707901
1205,0971744319
1206,0971841241
1207,0971872708
1208,0971913404
1209,0971933421
1210,0971977321
1211,0972043306
1212,0972062335
1213,0972138005
1214,0972203532
1215,0972223371
1216,0972259058
1217,0972597506
1218,0972606440
1219,0972628614
1220,0972652655
1221,0972659021
1222,0972683747
1223,0972708014
1224,0972728163
1225,097277999X
1226,0972785035
1227,0972828427
1228,0972845410
1229,0972888713
1230,0972966552
1231,0973000929
1232,0973000961
1233,0973005009
1234,0973000945
1235,0973057211
1236,0973323396
1237,0973292903
1238,0973651105
1239,097369470X
1240,0974151130
1241,0974173703
1242,0974338907
1243,0974393193
1244,0974395609
1245,0974478768
1246,0974484563
1247,0974510300
1248,0974576603
1249,0974738018
1250,0975061968
1251,0975200348
1252,0975055119
1253,0975293702
1254,0975315609
1255,0975333607
1256,0975358103
1257,0975506544
1258,0975506552
1259,0975526332
1260,0975517961
1261,0975546112
1262,0975591509
1263,0975856502
1264,0975882066
1265,0975952692
1266,0975956132
1267,0975988212
1268,0976039249
1269,0976035405
1270,0976039230
1271,0976127210
1272,0976201305
1273,0976202468
1274,0976224976
1275,0976233304
1276,0976233916
1277,097624540X
1278,0976233924
1279,0976299143
1280,0976299135
1281,0976361949
1282,0976361914
1283,0976383675
1284,0976383683
1285,0976401045
1286,0976463512
1287,0976574233
1288,0976708531
1289,0976731053
1290,0976731096
1291,0976788608
1292,0976788616
1293,0976810301
1294,0976828308
1295,0976865823
1296,097697391X
1297,0977021807
1298,0977139638
1299,0977281361
1300,0977281345
1301,097728512X
1302,0977285146
1303,0977304469
1304,0977427315
1305,0977458261
1306,0977450309
1307,097753202X
1308,097761123X
1309,0977611205
1310,0977618900
1311,0977700674
1312,097770632X
1313,0977710297
1314,0977759660
1315,0977783006
1316,0977804526
1317,0977848701
1318,0977899705
1319,0977905470
1320,0977949109
1321,0977962520
1322,0978414004
1323,0978518713
1324,0978518721
1325,0978518748
1326,0978522834
1327,097854269X
1328,0978607511
1329,0978623312
1330,0978639502
1331,0978660854
1332,0978660897
1333,0978757025
1334,0978807499
1335,0978884809
1336,0979091055
1337,0979144663
1338,0979144647
1339,0979150957
1340,0979144612
1341,0979150922
1342,097916964X
1343,097919802X
1344,0979198070
1345,0979232279
1346,0979236304
1347,0979232287
1348,0979381657
1349,097940861X
1350,0979449251
1351,0979572827
1352,0979635632
1353,0979632560
1354,0979635683
1355,0979664292
1356,097969731X
1357,0979852463
1358,0979878993
1359,0979910013
1360,097992894X
1361,0979927900
1362,097992796X
1363,098003261X
1364,0980032601
1365,0980066441
1366,098007570X
1367,0980087325
1368,0980108950
1369,0980183219
1370,0980357349
1371,0980558034
1372,0981013201
1373,0981460224
1374,0981458971
1375,0981458939
1376,0981528406
1377,0981526608
1378,098154004X
1379,0981565514
1380,098163141X
1381,0981773915
1382,0981805108
1383,0981849156
1384,0981855415
1385,0981890946
1386,0981898092
1387,0981929729
1388,0982056737
1389,0982134290
1390,0982126336
1391,0982125909
1392,0982142803
1393,0982153309
1394,0982181531
1395,0982183321
1396,0982268947
1397,0982276389
1398,0982288301
1399,0982288336
1400,098228831X
1401,0982388446
1402,0982449267
1403,0982471289
1404,0982489455
1405,0982629249
1406,0982639597
1407,0982639554
1408,0982639589
1409,0982714114
1410,0982714106
1411,0982745508
1412,0982745559
1413,0982914520
1414,0982914512
1415,0982933118
1416,0982939876
1417,0982982224
1418,0982982232
1419,0982982240
1420,0982994311
1421,0982999305
1422,098299432X
1423,0983036039
1424,0983044376
1425,0983051453
1426,0983293716
1427,0983298157
1428,0983298149
1429,0983298122
1430,0983449031
1431,0983488312
1432,0983577617
1433,098372881X
1434,0983728887
1435,0983789282
1436,0983789290
1437,0983789274
1438,0983789916
1439,0983817707
1440,0983950512
1441,0984039147
1442,0984119396
1443,0984136916
1444,0984274804
1445,0984301801
1446,0984287302
1447,0984456015
1448,0984615210
1449,0984971696
1450,098508166X
1451,0985206713
1452,0985544198
1453,0985553847
1454,0986115401
1455,0986229504
1456,0986540927
1457,0986624055
1458,0986630101
1459,0986691534
1460,0986769134
1461,0987086901
1462,0987968408
1463,0988143801
1464,0988187469
1465,0988181541
1466,0988187477
1467,0988263467
1468,0988263440
1469,098828278X
1470,0988282763
1471,0988284901
1472,0988668106
1473,0988726068
1474,0989013006
1475,0989490572
1476,0990002101
1477,099000211X
1478,0990414795
1479,0990794369
1480,0991495330
1481,0992512816
1482,0996066187
1483,0996118004
1484,1026648890
1485,1220930245
1486,1401921744
1487,1401923801
1488,1401926339
1489,1401926436
1490,1401927297
1491,1402605579
1492,1403143609
1493,1403167591
1494,1404958134
1495,140498822X
1496,1414301308
1497,1414323298
1498,1415717214
1499,1415723427
1500,1419815644
1501,1421367912
1502,1424819210
1503,1426792824
1504,1433819740
1505,1440300143
1506,1440324859
1507,1440330387
1508,1440330476
1509,144033451X
1510,1440334188
1511,1440335559
1512,1440335419
1513,144033742X
1514,1440342911
1515,1440346380
1516,144034812X
1517,1440350191
1518,1440352070
1519,1470616513
1520,1470618540
1521,1476812853
1522,1480300004
1523,1483373487
1524,1501627465
1525,1501816985
1526,150180541X
1527,1501845861
1528,1553600843
1529,155360086X
1530,1555680402
1531,1555929710
1532,1556427093
1533,155658427X
1534,1556586892
1535,1557256497
1536,1557286639
1537,1557289042
1538,1557390746
1539,1557396248
1540,1557669953
1541,1557835330
1542,155783699X
1543,1557840873
1544,1558381902
1545,1558804641
1546,155881518X
1547,1558904697
1548,1558906630
1549,1558906428
1550,1558908382
1551,1558908676
1552,155897749X
1553,1559011297
1554,155901041X
1555,1559011785
1556,1559011823
1557,1559010312
1558,1559011947
1559,1559190639
1560,1559409002
1561,1559408677
1562,155940860X
1563,1559408758
1564,1559744464
1565,1559746114
1566,1559742879
1567,1559746726
1568,1559742526
1569,1559746823
1570,1560154012
1571,1560153253
1572,1560154020
1573,1560152982
1574,1560276444
1575,1560396474
1576,1560396539
1577,1560395907
1578,1560571284
1579,1560689994
1580,1561080004
1581,1561270431
1582,1561270636
1583,1561270733
1584,1561270377
1585,156127755X
1586,156127075X
1587,1561270911
1588,1561270741
1589,1561270547
1590,1561270369
1591,1561279129
1592,1561270563
1593,1561276367
1594,1561278513
1595,1561587044
1596,1561587028
1597,1561587079
1598,156158889X
1599,1561589055
1600,1561589101
1601,1561589578
1602,1561587761
1603,1561764213
1604,1561760595
1605,1561764108
1606,156179497X
1607,1561796204
1608,1561793744
1609,1561798541
1610,1562021907
1611,1562023322
1612,1562020226
1613,1562022393
1614,1562196650
1615,1562196367
1616,1562195492
1617,1562196308
1618,1562190075
1619,1562197231
1620,1562199730
1621,156219951X
1622,1562550888
1623,1562903446
1624,156290342X
1625,1562906321
1626,156290597X
1627,1563311976
1628,1563453789
1629,156345582X
1630,1563453797
1631,1563452685
1632,1563640090
1633,1563641712
1634,1563641461
1635,1563642506
1636,1563645467
1637,1563645114
1638,1563645394
1639,1563642123
1640,1563680386
1641,156371616X
1642,1563712539
1643,156371664X
1644,1563716739
1645,1563716658
1646,156388139X
1647,1563880911
1648,1563881357
1649,156400080X
1650,1564427277
1651,1564554910
1652,1564892441
1653,156501345X
1654,1565079965
1655,1565220161
1656,1565233522
1657,1565234170
1658,1565233492
1659,1565234162
1660,1565234111
1661,156523409X
1662,1565582195
1663,1565582705
1664,1565672658
1665,1565672380
1666,156580211X
1667,1565802446
1668,1565802128
1669,1565802322
1670,1565855515
1671,1565855744
1672,1565856635
1673,156585604X
1674,1565855957
1675,156585697X
1676,1565857380
1677,1565855752
1678,1565856821
1679,1565857305
1680,1565856368
1681,1565857283
1682,1565855930
1683,1565859677
1684,1565855949
1685,1565857399
1686,1565857844
1687,1565859723
1688,1565858921
1689,1565857690
1690,1565858336
1691,1565859537
1692,156585683X
1693,1565857631
1694,1565859960
1695,156585733X
1696,1565859308
1697,1565951999
1698,1565952200
1699,1565952464
1700,1565952359
1701,1565952014
1702,1565951964
1703,1565952111
1704,1565953797
1705,1566053609
1706,1565952235
1707,1566053986
1708,1565952391
1709,1566053692
1710,1566055067
1711,1566054508
1712,1566230004
1713,1566331803
1714,1566481805
1715,1566481783
1716,156688800X
1717,1566887984
1718,1566887941
1719,1566888069
1720,1566888018
1721,156688795X
1722,1566870569
1723,1566916461
1724,1566916488
1725,1567070442
1726,1567301436
1727,1567301355
1728,1567301568
1729,1567301657
1730,1567301681
1731,1567301606
1732,1567301525
1733,156730172X
1734,1567301444
1735,1567301703
1736,1567301789
1737,1567301673
1738,1567301614
1739,1567301460
1740,1567844065
1741,1568124058
1742,1568121180
1743,156814010X
1744,1568124295
1745,1568124961
1746,1568124856
1747,1568124945
1748,1568124805
1749,1568143834
1750,1568124155
1751,1568124147
1752,1568327722
1753,1568322259
1754,1568328249
1755,1568327900
1756,1568327730
1757,156832846X
1758,1568328354
1759,1568390726
1760,1568390882
1761,1568392273
1762,1568551800
1763,1568553293
1764,1568551762
1765,1568555989
1766,1568553366
1767,1568555067
1768,1568551827
1769,1568556829
1770,1568553986
1771,1568552750
1772,1568910290
1773,1568890087
1774,1569312745
1775,1569312753
1776,1569313016
1777,1569381674
1778,1569381712
1779,1569381976
1780,1569381631
1781,1569382115
1782,1569382964
1783,1569382042
1784,1569382816
1785,1569383529
1786,1569381690
1787,1569381704
1788,1569388997
1789,1569388431
1790,1569383790
1791,1569389063
1792,1569383006
1793,1569388938
1794,1569387923
1795,156938245X
1796,1569383472
1797,1569385939
1798,1569382948
1799,1569388059
1800,1569382263
1801,156949407X
1802,1569494711
1803,1569941815
1804,157032008X
1805,1570672814
1806,1570672822
1807,1570672806
1808,1570763135
1809,1570762902
1810,1570762023
1811,1570763402
1812,1570762899
1813,1570763399
1814,1570764433
1815,157076364X
1816,1570763615
1817,157076588X
1818,1570766673
1819,1570768331
1820,1570972958
1821,1570972907
1822,1571195203
1823,1571196927
1824,1571200134
1825,1571191429
1826,1571203907
1827,1571204091
1828,1571204636
1829,1571206191
1830,1571206019
1831,1571208526
1832,1571206213
1833,1571320377
1834,1571320768
1835,1571322728
1836,1571322442
1837,1571322272
1838,1571323368
1839,1571323805
1840,157132528X
1841,1571323848
1842,1571324240
1843,1571322280
1844,1571324127
1845,1571322299
1846,1571758062
1847,1571756949
1848,1571883282
1849,1571921850
1850,1572230460
1851,1572251395
1852,1572252081
1853,1572251352
1854,1572251050
1855,1572270950
1856,1572520639
1857,1572521287
1858,1572521368
1859,1572521120
1860,1572521252
1861,1572521473
1862,1572521732
1863,1572521961
1864,157252197X
1865,1572521333
1866,1572521570
1867,1572521848
1868,1572522178
1869,1572522461
1870,1572522321
1871,1572522127
1872,1572522410
