,reviewText,Title
407475,"Another great MST3K episode, and a fan favorite.  How can you go wrong with [bad] ET ripoff?Here's the story:A group of really bad and argumentative musicians decide to go on vacation to some place that is mountainous and always shrouded in fog.  They end up taking a groupie along with them whom everyone (especially the other women in the group) hates.  At the same time, a trio of stupid poachers, consisting of Lorne Green, Norm Abrahams and a Rennaissance Festival leather mug-maker investigate a meteor that hit the ground near there.  The meteor turns out to be a ship (i guess it was a ship, even though the budget, apparently, wouldn't allow for one to be shown) loaded with eggs that hatch into a cross between ET and snuffelupaguss.  Norm Abrahams smashes a bunch of the eggs, which causes an adult alien to kill him and hunt down his buddies.  Meanwhile, a young, insect-collecting boy finds one of the eggs and decides to hatch it in his bed (ewwww!).  The musicians find themselves at the boy's house eventually, after causing the death of the groupie that went with them.  Well, the egg hatches, and the alien, whom the boy calls Trumpy, is actually very nice, but his magic act [is bad].  However, his relative who killed the poachers isn't nearly as friendly, and sets about killing the musicians and the boy's curmudgeon of an uncle.  Finally, the kid sends Trumpy packing into the forest because he knows that humans and trunked aliens cannot live in peace.Man, this movie is REALLY bad.  But Joel and the Bots make it fun.  Most of the jokes are dead-on in this one, with very few clunkers.  The host segments are also great, and include the famous ""Clown in the Sky"" song, during which Joel dismantles Crow and packs him in a box (""You're not my real father!"").  Funny stuff, and if you are just getting into MST3K, this is a perfect episode to start with.",Mystery Science Theater 3000 - Pod People VHS
715794,"Jennifer Lopez's latest movie ENOUGH is a must see movie. She plays the role of Slim, a woman who meets Mr. Wonderful and everything in her life seems to be perfect. Then she finds out her husband is having an affair with another woman, and she takes a stand. She won't put up with it. The relationship becomes abusive and violent, so with the help of her friends, she escapes with her daughter. As they find different places to live, she realizes she can't keep running because he always has a way of finding her. In the end she decides to take action and protect herself, becoming the aggressor. ENOUGH has a talented cast including Jennifer Lopez, Juliette Lewis, Noah Wylie and more. Overall they all turn in commanding performances, this movie will leave you on the edge of your seat wondering what happens next. This is a must see movie, go out and see it!",Enough
704500,"I think this video sums up what the Wiggles are all about - singing fun songs for kids and having fun while they are doing it.  This video features Steve Irwin, the Crocodile Hunter as well as your Wiggle Favourites - Geoff, Murray, Anthony, Jeff, Captain Feathersword, Wags the Dog and Dorothy the Dinosaur.The Crocodile Hunter is a scream!  If you have ever seen him you know that his enthusiasm for life and animals is infectious.  A wonderful choice for the Wiggles to make a video with.Every song is about Australia wildlife and not only do you get to sing about it, you learn a little about the animal from the Crocodile Hunter and the Wiggles and you also get to see the animal in a very natural setting at Steve and Terri's Irwin's zoo (Australia Zoo, located on the Sunshine Coast, Queensland, Australia).I cannot recommend this video high enough, especially if your toddler is already a fan.  They'll learn alot about Australian animals and have fun doing the dance moves to each songs.  I have two girls - almost 3 and 18 months and they love this video!  They are huge Wiggles fans.You will not be disappointed.",N/A
508415,"Originally made for TV, ""Trilogy"" works just fine on DVD. Dan Curtis was a prolific TV director who presented many horror outings on television in the 70's but this is my favorite. The marvelous Karen Black was the perfect choice for these three tales of three very different women. In the first, she's a prim college professor who's really a witch/succubus with a taste for turning the tables on amorous young men. The second has her as a spinster with a split personality---allowing her to play ""two"" roles. And the last is the now famous Zuni fetish doll story that has the doll coming to life and terrorizing her all over her apartment. She's a lonely career woman dominated by her mother and the ending has her possessed by the spirit of the doll waiting for mama to come over. A great ending. The movie is Black's show all the way. As I said, it's perfect for DVD and lots of fun to watch in repeated viewings. There's a written interview included with Black where she explains how the Zuni doll episode was shot. Kudos to Anchor Bay.",N/A
701762,"I went into this movie as a lover of the Escaflowne series, but I knew not to set my expectations too high.  I read the reviews and most people said that it is best if you take the movie on its own terms without comparing it to the series.Well I have to admit, that's a little hard to do.  People who have seen the series will be absolutely flabbergasted that their favorite characters and storyline have been butchered into something boderline incoherent.  People who haven't seen the show will likely be very confused and bored by the storyline which seems to cram way to much into too little time (hardly a surprise considering the source material).Although I didn't really care for the character redesigns, I have to say that visually Escaflowne is a spectacular movie.  The opening scene where Van bisects the crew of an airship is worth a rental at least.  The problem is that the creators forgot what made Escaflowne the series so special to begin with.  It wasn't the animation, the giant Gymelfs or even the storyline (although it was excellent).  No, Escaflowne's biggest appeal was the endearing characters, especially Van, Hitomi and Folken.  The problem with the movie is that I actually detested the characters movie counterparts as they exhibited exactly none of the facination of the series.So what are we left with here?  A boring movie with stale dialogue, uninteresting characters and an absolute affront to fans of the TV show that has some remarkably stunning visuals.  Would I recommend it?  No, visuals alone do not make a movie and if you liked the Escaflowne series even a little bit then you probably don't want to see this movie as it will likely leave a very bitter taste in your mouth over all the wasted potential that is here.",N/A
139202,"I saw this last night with my daughter. We heard that Grace Kelly was actually wearing the diamond engagement ring that Prince Rainier gave her. That was the main reason why I watched it. I do like Grace Kelly very much. She was a beautiful woman, and I loved her strange way of talking. So I liked seeing her and of course the diamond (it was quite impressive), but as for the rest of the movie, it was a real bore. I do not care for Frank Sinatra, Bing is okay, but there was too much singing and the songs weren't even good in my opinion. I felt the script was very loose and vague, and all along I kept wondering, ""when is the ACTION going to happen?""  It also seemed a bit silly as well. I don't go for such lightweight fair, no matter who is in it. As I said, I was glad to see Grace Kelly, but I will never watch this again. If you want to see Grace in something really good, I recommend the 3 films she did for Alfred Hitchcock: Dial M for Murder, Rear Window, and To Catch a Thief.",N/A
574327,"A cabana boy (Joseph Feinnes) falls in love with a married woman (Gretchen Mol) who is staying at the vacation resort that employs him along with her politically powerful husband (Ray Liota). After a little maneuvering the cabana boy seduces the married woman and then inserts his jade stem in her jade passageway followed by tearful farewells and her inevitable return home. Consumed by passion the cabana boy follows her to Yonkers New York where he continues to park his jizzm wagon in her love garage until her husband gets wind of things and warns him to stay away. Upon failing to heed this advice, cabana boy is shot and left for dead, but as luck would have it, he survives with his head conveniently disfigured beyond recognition. In the spirit of Monte Christo, cabana boy takes a few years off to build a new identity complete with wealth and powerful fiscal/criminal credentials before returning to the Empire State to obtain vengeance and to reclaim the object of his desires. In case it isn't patently clear what he's up to, he takes the name ""Esquema"" and a fake South American (but not Brazilian) accent. Cabana boy insinuates himself in the husband's life, solves his racketeering problems and then demands his wife as payment. Before you can say, ""what is the point of revealing yourself if you're not going to kill him"", cabana boy seduces the wife again and runs off with her. The couple spend an idyllic night in the country during which cabana boy repeatedly inserts his splutter plug into the wife's love socket before the husband catches up to them and shoots cabana boy in the morning. During the inconclusive ambulance ride in which we guess that cabana boy will either wind up dead or further disfigured/disguised, the wife reminds him of how they first met.Oddly enough, this film is so wretchedly bad that it's good. ""Forever Mine"" is poorly done to the point of being wildly entertaining. How Joseph Feinnes and Ray Liota got roped into this film is beyond me. Even more puzzling is how Ray Liota who electrified audiences with his portrayal of visceral villains in ""Something Wild"" and ""Good Fellows"" managed to play such an incompetent bad guy in this film. In scene after scene, Liota attempts to be threatening and menacing but comes across as a nice family man doing his best to play a bad guys. The only original part of this film is the bad acting and while irony may no longer be in vogue, this is precisely what makes this movie worth watching.",N/A
374408,"I consider this one of the best films ever made and unarguably one of the most unforgettable; the opening scene is proof of that. This is based on the true life story of a New Zealand murder/matricide that shocked the world and it is directed by the genius Peter Jackson, who obviously insists on leaving a haunting impact on the viewer. The story follows two highly imaginative girls who're outcasts but when they meet they form an obsessive--though beautiful-- bond, creating an imaginary world only they can share, completely shutting out everyone and everything else around them. When their parents discover the intensity of their relationship, they threaten to tear them apart, causing the girls to plot the unthinkable. Both Winslet and Lynskey are mesmerizing as the beyond creative and imaginative duo who simultaneously manage to delight and frighten us with utmost perfection. They are able to move us with their dedicated affection for one another while also provoking a bit of uneasiness in us, afraid of what they're going to do next. The story is beautiful, haunting, suspenseful, thrilling, and nothing short of awe-inspiring and I highly reccommend it to anyone with a touch of creativity in them!!",Heavenly Creatures VHS
579419,"If you got tired by listening to all those bootlegs you bought, now is the time to buy this DVD. This is pearl jam like you have never experienced on a record. All the songs live up to the intense flavour of the live concerts. Touching moments, happy faces, intense rock, beautifull music and the only place where you can get the Oceans video. If you are thinking of buying a live dvd, this is the one to buy. You feel the concerts, each song at a time, this is probably the best PJ release ever. Don't miss out.",Pearl Jam - Touring Band 2000
566490,"Reading a review before the movie was out I was intrigued by the mysterious plot and wanting to see Kim Basinger perform made me order the vhs tape. But I must admit that I was disappointed. So much, in fact, that I didn't watch the whole tape.",Bless the Child
204442,"History buffs, lovers of Tudor England, and historical dramas in general could not help but be impressed by this magnificent production that is rich in detail, characterisation, historical research and perfect contemporary backdrops. I know it has always been an absolute favourite of mine among all the fine historical films produced in the late 1960's and early 1970's.""Anne Of The Thousand Days"" despite a few strayings from the historical truths, at times is a painstakingly researched production that tries to always be as accurate as possible in its retelling of the tragic rise and fall of the fascinating Anne Boleyn, second wife of King Henry VIII. Tudor England was a time of great beauty, savagery, religious upheaval and pagentry and this is all captured beautifully in this film. Indeed ""Anne Of The Thousand Days"" is a visual and indeed intellectual feast for the eyes and the brain. Towering above the whole massive production here is Genevieve Bujold in the role of a life time as Anne Boleyn. Never has she been so perfectly cast as here. During the course of the film she develops from the simple girl just arrived back in England from her time at the stylish French court, who catches the eye of the England's august and rather frightening monarch, to that of  being England's Queen who must live by her own wits alone if she is to survive in such unsure times. It is a stunning performance filled with equal amounts of fire, passion, sorrow, wit and spirit. The character of Anne is well researched here and Bujold rightly won an Academy Award Nomination for her performance here. Richard Burton had his last real stand out role as Henry VIII in this production. Many famous actors have portrayed Henry on stage and screen and Keith Michell's superb portrayal of the king was still ahead in the future when this film was made. Burton is wonderfully believable as Henry and fits the part like a glove with equal parts, majestic presence, selfishness, cruelty and great passion, just how this most famous of monarch's is envisioned. Burton also received an Academy Award Nomination for his colourful and beautifully balanced performance and his Henry has rightly joined the few who are deservedly remembered for their portrayals, Charles Laughton and Keith Michell in particular.""Anne Of The Thousand Days' is rich in wonderful performances from Michael Hordern and Katherine Blake as Thomas and Elizabeth Boleyn, Anne's parents to Anthony Quayle in a superb performance of world weary splendour as the infamous Cardinal Wolsey. William Squire as Thomas More and Joseph O'Conor as Archbishop Fisher, two men bound up in all the tragic tumult of Henry's Reformation and who were sacrificed for Anne's sake also excel. Irene Papas portrays Henry's first wife Catherine of Aragon and while her very dark appearance perhaps fails to match the Red/Gold hair and pale complexion of the real Catherine, she is very impressive in her brief scenes as Henry's cast off wife who fought him all the way by refusing to grant him the divorce he eagerly sought thus bringing on the English Reformation. In a small but standout role Valerie Gearon plays Mary Boleyn, Anne's older sister and former mistress of Henry. While their relationship was historical fact in the film she is portrayed carrying Henry's child. That fictional development aside her's is a wonderful performance filled with the anger and uselessness felt by many women in the man's world of Tudor England.The film is full of wonderful moments. Two standouts are Anne's triumphal procession through London where she is greeted by the jeers and insults of an outraged population who thought of her as a whore and her final speech to Henry in the Tower (fictional but carried of with finesse) prior to her execution where she gives nothing away to him and declares that ""her blood will be well spent"" and predicts that ""her daughter (Elizabeth) will become a greater Queen than England has ever known. Stirring stuff and Genevieve Bujold makes the most of such a juicy part. The period flavour is caught beautifully and for all its brutality the Tudor period was sumptous in costumes, interior decoration, garden design etc. These are all faithfully reproduced in ""Anne Of The Thousand Days"" to maximum effect and the film is a gorgeous feast for the eyes.For any student of Tudor history this film is a must see. I love it for its sterling attempt within the confines of popular entertainment to tell the story as it was. Production values are top notch and one feels the spirit of that young Boleyn girl who unwillingly found herself thrust into the historical spotlight, and who  became a woman in the process, in each frame of Bujold's performance.",N/A
434597,"This movie draw you in with the dark settings, atmosphere and scientifical explanation of some events. It tends to lose these qualities toward the mid-end of the movie but overall is interesting.",Event Horizon VHS
