,reviewText,Title
429206,"I was amazed when I read that this British production was not well  received upon its release in 1992.  The highly talented pair of Juliette  Binoche and Ralph Fiennes play the doomed Cathy and Heathcliff, supported  by the equally fine Janet McTeer as Ellen Dean.  The performances are  exemplary--Fiennes' performance is said to have inspired Steven Spielberg  to cast him as the Nazi commandant in &quot;Schindler's List.&quot;  And a  diabolical Heathcliff he is, indeed--Fiennes plays this intense role  faithful to Emily Bronte's original character.  He is tormented, sadistic,  manipulative, ruthless and brutal--and nonetheless hypnotically sexual and  alluring.  This is the genuine Heathcliff, with all apologies to the  brilliant Laurence Olivier, who portrayed Heathcliff as a much more  sympathetic character. Juliette Binoche plays both Cathy and Cathy's  daughter by the ineffectual Edgar Linton, and brings great depth and appeal  to both roles. The scenes of the bleak Yorkshire moors, and the haunting,  shadowy quality of the Wuthering Heights house, lend this film a truly  Gothic atmosphere. A jarring note is the casting of Sinead O'Connor (in a  wig) as Emily Bronte, but this is a minor flaw. I found this version every  bit as good as the original 1939 classic, to which this film has been  unfairly compared.  It is much more faithful to the brooding, doomed  quality of the book.  The scenes acted by Fiennes as the grief-stricken  Heathcliff just after Cathy's death are alone worth the price of the film.  For the many fans of these two brilliant actors, and of Bronte's novel,  this film is well worth seeing.  END",Wuthering Heights VHS
332383,"I love this movie, and I love the fact that I can't really explain why I love it.  Without a doubt the most visceral, thought-provoking, consciousness-expanding narrative ever committed to film. I teach  eleventh-grade English, and I show this movie ostensibly to teach the  students about theme and ambiguity, but really I just want to make sure  they don't enter adulthood without sitting through it at least once...and  it is so satisfying to see them won over by a movie with practically no  dialogue, no big action scenes, and no satisfying closure.  This movie  frustrates your expectations at every turn, and by doing so gives you the  viewing experience of a lifetime.",N/A
446590,"Maybe I am biased, being from the UK, but anyone who does not find this series very very funny, has lost their funny bone. It is international comedy at it's very best. Forget Tony Robbins for your daily dose of anti  depressant motivation, if you are not laughing hysterically after watching  CLEESE, Robbins has no hope. Recomended without any hesitation.A BRILLIANT  COMEDY MASTERPIECE.",N/A
366390,"Director Jacques Tourneur has crafted asuperior chiller- intelligent and intensely atmospheric. The story of a skeptical scientist confronting demonicforces is tightly written and fast paced. Above par acting,  excellent black and white photography and a great scorecombine to make  &quot;Curse of the Demon&quot; one of the very few supernatural films that  can be taken seriously. A well made and intelligent film by any standard.",Curse of the Demon VHS
448830,"THE GINGERBREAD MAN is a very good movie, one of the best of Robert Altman's fluctuent career. The big question was : How an independent filmmaker such as Altman would cope with a John Grisham script ? No problem  at all, in fact. I don't know from which one came the idea to create a  fairy tale world around a southern lawyer story, but it was a great idea.  So we have a lawyer which drives a red car and goes by night in a forest to  find a very mean ogre who doesn't wear shoes. Doesn't this story remind you  something ? You can have fun to count how many tales's plots Altman and  Grisham have used in this story. Believe me or not, there are a lot of  them. A DVD for the child in you.",N/A
377280,"As a big fan of Japanimation, this one is a classic in terms of story, quality, action, and Japanese culture.  The DVD format offers all the advantages of DVD plus some extra features.",N/A
320678,"Though it's not really fitting for a movie in the Alien series, Alien3 is  an interestingly done if monochrome-looking exercise in religious allegory.  Weaver handles the constantly changing role of Ripley well, combining both  the independence shown in Alien with the maternal aspects of Aliens.  This,  combined with the rest of the cast and some effective camerawork, makes for  what is at least an interesting film.  It must be seen letterboxed for it  to make any sense, however.  The end of the movie (and what should have  been the end of the series) is amazing, of course, and worth waiting for  even if you find the preceding two hours unbearably dull.  Give the film a  second look (or a first!), but again, in its original Panavision format if  possible; otherwise it becomes very visually garbled.  END",N/A
291586,"One of the best westerns ever made, RIDE THE HIGH COUNTRY comes as a surprise to anyone who believes that Sam Peckinpah could only produce blood and gore in his films.  Delicate, literate, and moving, RIDE THE HIGH  COUNTRY effectively blends adventure, excitement, and morality,  particularly through the central character, Steve Judd (who is  representational of Peckinpah's father).  Biblical references and metaphors  abound, pulling the viewer into the actions and dilemmas of the main  characters.  Peckinpah's debut feature film, RIDE THE HIGH COUNTRY  introduces several actors who became part of the Peckinpah Road Company: R.  G. Armstrong, John Davis Chandler, L. Q Jones, and (best of all) Warren  Oates.  These actors would appear in numerous Peckinpah films.  RIDE THE  HIGH COUNTRY is a must see.  No one to whom I have recommended it has ever  been disappointed in it.  It should be on every collectors shelf.",Ride the High Country VHS
189004,"My god.  An older flick with Brinke Stevens, Michelle Bauer, and Linnea Quigley all together.  Excellent!The story is about a Sorority Prank that is being done to the new inductees (Bauer and Stevens).During  this prank, they enter a bowling alley when a demonic imp starts creating a  lot of problems for our lovely sorority sisters.It leaves a funny movie  with lots of scantily clad sisters.",N/A
291236,"This Panavision and color adaptation of Tennessee Williams' most poetic play is a showcase for both his words and Geraldine Page's Oscar-nominated performance.  Spirituality vs. carnality is the theme of a spinster  romantically attracted to her childhood neighbor, a wild libertine.  Elmer  Bernstein's score is magnificant - one of his finest and one of the finest  in film history. Listen during Alma's soul-searing final monologue using  images of ice and fire and listen to Bernstein's use of harp glissandos  that reflect the words.  This is Page's finest screen performance and along  with the score and the writing are the main reasons for viewing.  The  prologue and main title are letterboxed - showing the fine use of wide  screen.  Nominations were also received for Una Merkel's supporting  performance as the dotty mother, Bernstein's score and the period Art  Direction.  Well worth a visit.",Summer & Smoke VHS
141073,"We all know that Akira Kurosawa is one of the 20th century's consummate directors.  His interpretations of &quot;Macbeth&quot; (&quot;Throne of Blood&quot;) and &quot;King Lear&quot; (&quot;Ran&quot;) have made these  400-year-old dramas real for two generations (so far) who would have  probably otherwise never been exposed to them.  But it is as the  screenwriter of &quot;Runaway Train&quot; that he has spoken most  personally to me.  The Mannheim/Rainkin character (singular!) is commonly  described as &quot;existential,&quot; but that is a Western conceit; in  fact, Kurosawa has gone to the very core of Taoist philosophy in this film.  Simply awesome.",N/A
72614,"This movie was very good. Though the story was a bit lame...the usual &quot;human kind is gonna die, someone needs to save it&quot;, the action was fast paced and very fullfilling. The main character, the terminator, needed no special acting skills other than one expresion (good thing for Arnold). Just one thing...its one of those paradox things...If they prevented the future from happening the way they did, then  how did the terminator come back in time if they never exsisting?  The DVD format did the movie justice. It brought out the color and effects the VHS version could not. The sounds and explotions were mush more well defined also.  END",N/A
